23,611.4534848041275
50,619.5002450251252
32,627.432270785762
41,614.1085321184942
17,623.3638812345746
8,621.7303060663664
35,618.4691203210275
44,623.0672234623851
26,648.9882228488965
11,620.9653184298546
29,621.2894361188535
38,623.8148118578333
47,652.949954759696
20,623.4603500845977
2,621.355804699654
5,613.4980455872189
14,615.4665799231813
46,616.7172441468537
40,631.7229729514048
49,613.703534030909
4,631.1470917961326
13,626.5483030738238
22,613.5312971610441
31,624.661063611995
16,623.2560496340159
7,629.1663625210989
43,625.0919313899087
25,616.2005406041465
34,618.7102757806653
10,618.2027829707931
37,615.8112033461704
1,621.4673329473513
19,618.3342986290738
28,616.3114401014874
45,614.3722374843151
27,627.3668441262148
36,616.9162561151227
18,610.6494192593804
9,627.2276770097164
21,624.7167508307516
48,625.7329343194083
3,628.8470068659624
12,610.9919631109326
30,621.3116508012625
39,613.8899718818965
15,612.1130340982505
42,619.5691420941718
24,622.4966131375189
6,630.6452224270013
33,621.4119050888926
