23,78.84608388027961
50,79.01049672140348
32,76.38382552911051
41,76.50366295522882
17,75.97425098185555
8,76.90513224129832
35,77.7559881588545
44,77.025755781282
26,75.6443018775201
11,75.99442005886424
29,77.57790629015228
38,77.84704091320964
47,77.88196409703653
20,77.7699755333688
2,77.4993774272109
5,79.42124624852468
14,78.22091679474484
46,75.94152869928844
40,75.8450939268467
49,76.49367841997282
4,75.88117334318822
13,75.57164669520986
22,77.73433158506623
31,77.94003466154265
16,76.07997703111853
7,76.49016987281172
43,78.63765892155718
25,78.26347897540555
34,74.14685070039542
10,78.21942784036868
37,76.61727935882958
1,79.30712244238991
19,76.90060827751009
28,76.18581174972671
45,74.5003507115405
27,77.19195868294445
36,76.53990941439898
18,75.52898157529033
9,80.3216409473765
21,77.47170992567237
48,76.48839316431075
3,79.64017019460871
12,76.8901726556296
30,76.77857323724918
39,81.19265635034112
15,77.43509715618637
42,73.8474423115937
24,75.75305783810296
6,74.71707662692212
33,76.37725290698465
